IDX,dataset,corruption,severity,fileindex,filename,label,filepath,binarylabel
7904,OCT,clean,clean,CNV-8892000-5,CNV-8892000-5.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8892000-5.jpeg,1
7905,OCT,clean,clean,CNV-8892000-6,CNV-8892000-6.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8892000-6.jpeg,1
7906,OCT,clean,clean,CNV-8892000-7,CNV-8892000-7.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8892000-7.jpeg,1
7907,OCT,clean,clean,CNV-8892000-8,CNV-8892000-8.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8892000-8.jpeg,1
7908,OCT,clean,clean,CNV-8892000-9,CNV-8892000-9.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8892000-9.jpeg,1
7909,OCT,clean,clean,CNV-8893276-1,CNV-8893276-1.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8893276-1.jpeg,1
7910,OCT,clean,clean,CNV-8901506-1,CNV-8901506-1.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8901506-1.jpeg,1
7911,OCT,clean,clean,CNV-8923368-1,CNV-8923368-1.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8923368-1.jpeg,1
7912,OCT,clean,clean,CNV-8923368-2,CNV-8923368-2.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8923368-2.jpeg,1
7913,OCT,clean,clean,CNV-8923368-3,CNV-8923368-3.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8923368-3.jpeg,1
7914,OCT,clean,clean,CNV-8923368-4,CNV-8923368-4.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8923368-4.jpeg,1
7915,OCT,clean,clean,CNV-8923368-5,CNV-8923368-5.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8923368-5.jpeg,1
7916,OCT,clean,clean,CNV-8969188-1,CNV-8969188-1.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8969188-1.jpeg,1
7917,OCT,clean,clean,CNV-8972369-1,CNV-8972369-1.jpeg,CNV,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\CNV\CNV-8972369-1.jpeg,1
7918,OCT,clean,clean,DME-4732091-3,DME-4732091-3.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-3.jpeg,1
7919,OCT,clean,clean,DME-4732091-30,DME-4732091-30.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-30.jpeg,1
7920,OCT,clean,clean,DME-4732091-31,DME-4732091-31.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-31.jpeg,1
7921,OCT,clean,clean,DME-4732091-32,DME-4732091-32.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-32.jpeg,1
7922,OCT,clean,clean,DME-4732091-33,DME-4732091-33.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-33.jpeg,1
7923,OCT,clean,clean,DME-4732091-34,DME-4732091-34.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-34.jpeg,1
7924,OCT,clean,clean,DME-4732091-35,DME-4732091-35.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-35.jpeg,1
7925,OCT,clean,clean,DME-4732091-36,DME-4732091-36.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-36.jpeg,1
7926,OCT,clean,clean,DME-4732091-37,DME-4732091-37.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-37.jpeg,1
7927,OCT,clean,clean,DME-4732091-38,DME-4732091-38.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-38.jpeg,1
7928,OCT,clean,clean,DME-4732091-39,DME-4732091-39.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-39.jpeg,1
7929,OCT,clean,clean,DME-4732091-4,DME-4732091-4.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-4.jpeg,1
7930,OCT,clean,clean,DME-4732091-40,DME-4732091-40.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-40.jpeg,1
7931,OCT,clean,clean,DME-4732091-41,DME-4732091-41.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-41.jpeg,1
7932,OCT,clean,clean,DME-4732091-42,DME-4732091-42.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-42.jpeg,1
7933,OCT,clean,clean,DME-4732091-43,DME-4732091-43.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-43.jpeg,1
7934,OCT,clean,clean,DME-4732091-44,DME-4732091-44.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-44.jpeg,1
7935,OCT,clean,clean,DME-4732091-45,DME-4732091-45.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-45.jpeg,1
7936,OCT,clean,clean,DME-4732091-46,DME-4732091-46.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-46.jpeg,1
7937,OCT,clean,clean,DME-4732091-47,DME-4732091-47.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-47.jpeg,1
7938,OCT,clean,clean,DME-4732091-48,DME-4732091-48.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-48.jpeg,1
7939,OCT,clean,clean,DME-4732091-49,DME-4732091-49.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-49.jpeg,1
7940,OCT,clean,clean,DME-4732091-5,DME-4732091-5.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-5.jpeg,1
7941,OCT,clean,clean,DME-4732091-50,DME-4732091-50.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-50.jpeg,1
7942,OCT,clean,clean,DME-4732091-51,DME-4732091-51.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-51.jpeg,1
7943,OCT,clean,clean,DME-4732091-52,DME-4732091-52.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-52.jpeg,1
7944,OCT,clean,clean,DME-4732091-53,DME-4732091-53.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-53.jpeg,1
7945,OCT,clean,clean,DME-4732091-54,DME-4732091-54.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-54.jpeg,1
7946,OCT,clean,clean,DME-4732091-55,DME-4732091-55.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-55.jpeg,1
7947,OCT,clean,clean,DME-4732091-56,DME-4732091-56.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-56.jpeg,1
7948,OCT,clean,clean,DME-4732091-57,DME-4732091-57.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-57.jpeg,1
7949,OCT,clean,clean,DME-4732091-58,DME-4732091-58.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-58.jpeg,1
7950,OCT,clean,clean,DME-4732091-59,DME-4732091-59.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-59.jpeg,1
7951,OCT,clean,clean,DME-4732091-6,DME-4732091-6.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-6.jpeg,1
7952,OCT,clean,clean,DME-4732091-60,DME-4732091-60.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-60.jpeg,1
7953,OCT,clean,clean,DME-4732091-61,DME-4732091-61.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-61.jpeg,1
7954,OCT,clean,clean,DME-4732091-62,DME-4732091-62.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-62.jpeg,1
7955,OCT,clean,clean,DME-4732091-63,DME-4732091-63.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-63.jpeg,1
7956,OCT,clean,clean,DME-4732091-64,DME-4732091-64.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-64.jpeg,1
7957,OCT,clean,clean,DME-4732091-65,DME-4732091-65.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-65.jpeg,1
7958,OCT,clean,clean,DME-4732091-66,DME-4732091-66.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-66.jpeg,1
7959,OCT,clean,clean,DME-4732091-67,DME-4732091-67.jpeg,DME,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DME\DME-4732091-67.jpeg,1
7960,OCT,clean,clean,DRUSEN-79215-1,DRUSEN-79215-1.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-79215-1.jpeg,1
7961,OCT,clean,clean,DRUSEN-7930177-1,DRUSEN-7930177-1.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7930177-1.jpeg,1
7962,OCT,clean,clean,DRUSEN-7938500-1,DRUSEN-7938500-1.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7938500-1.jpeg,1
7963,OCT,clean,clean,DRUSEN-7963124-1,DRUSEN-7963124-1.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7963124-1.jpeg,1
7964,OCT,clean,clean,DRUSEN-7963124-10,DRUSEN-7963124-10.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7963124-10.jpeg,1
7965,OCT,clean,clean,DRUSEN-7963124-2,DRUSEN-7963124-2.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7963124-2.jpeg,1
7966,OCT,clean,clean,DRUSEN-7963124-3,DRUSEN-7963124-3.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7963124-3.jpeg,1
7967,OCT,clean,clean,DRUSEN-7963124-4,DRUSEN-7963124-4.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7963124-4.jpeg,1
7968,OCT,clean,clean,DRUSEN-7963124-5,DRUSEN-7963124-5.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7963124-5.jpeg,1
7969,OCT,clean,clean,DRUSEN-7963124-6,DRUSEN-7963124-6.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7963124-6.jpeg,1
7970,OCT,clean,clean,DRUSEN-7963124-7,DRUSEN-7963124-7.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7963124-7.jpeg,1
7971,OCT,clean,clean,DRUSEN-7963124-8,DRUSEN-7963124-8.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7963124-8.jpeg,1
7972,OCT,clean,clean,DRUSEN-7963124-9,DRUSEN-7963124-9.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7963124-9.jpeg,1
7973,OCT,clean,clean,DRUSEN-7966449-1,DRUSEN-7966449-1.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7966449-1.jpeg,1
7974,OCT,clean,clean,DRUSEN-7966449-2,DRUSEN-7966449-2.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7966449-2.jpeg,1
7975,OCT,clean,clean,DRUSEN-7966449-3,DRUSEN-7966449-3.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7966449-3.jpeg,1
7976,OCT,clean,clean,DRUSEN-7966449-4,DRUSEN-7966449-4.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7966449-4.jpeg,1
7977,OCT,clean,clean,DRUSEN-7966449-5,DRUSEN-7966449-5.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7966449-5.jpeg,1
7978,OCT,clean,clean,DRUSEN-7973089-1,DRUSEN-7973089-1.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973089-1.jpeg,1
7979,OCT,clean,clean,DRUSEN-7973089-10,DRUSEN-7973089-10.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973089-10.jpeg,1
7980,OCT,clean,clean,DRUSEN-7973089-11,DRUSEN-7973089-11.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973089-11.jpeg,1
7981,OCT,clean,clean,DRUSEN-7973089-12,DRUSEN-7973089-12.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973089-12.jpeg,1
7982,OCT,clean,clean,DRUSEN-7973089-13,DRUSEN-7973089-13.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973089-13.jpeg,1
7983,OCT,clean,clean,DRUSEN-7973089-2,DRUSEN-7973089-2.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973089-2.jpeg,1
7984,OCT,clean,clean,DRUSEN-7973089-3,DRUSEN-7973089-3.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973089-3.jpeg,1
7985,OCT,clean,clean,DRUSEN-7973089-4,DRUSEN-7973089-4.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973089-4.jpeg,1
7986,OCT,clean,clean,DRUSEN-7973089-5,DRUSEN-7973089-5.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973089-5.jpeg,1
7987,OCT,clean,clean,DRUSEN-7973089-6,DRUSEN-7973089-6.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973089-6.jpeg,1
7988,OCT,clean,clean,DRUSEN-7973089-7,DRUSEN-7973089-7.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973089-7.jpeg,1
7989,OCT,clean,clean,DRUSEN-7973089-8,DRUSEN-7973089-8.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973089-8.jpeg,1
7990,OCT,clean,clean,DRUSEN-7973089-9,DRUSEN-7973089-9.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973089-9.jpeg,1
7991,OCT,clean,clean,DRUSEN-7973904-1,DRUSEN-7973904-1.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973904-1.jpeg,1
7992,OCT,clean,clean,DRUSEN-7973904-2,DRUSEN-7973904-2.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7973904-2.jpeg,1
7993,OCT,clean,clean,DRUSEN-7988198-1,DRUSEN-7988198-1.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7988198-1.jpeg,1
7994,OCT,clean,clean,DRUSEN-7990001-1,DRUSEN-7990001-1.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7990001-1.jpeg,1
7995,OCT,clean,clean,DRUSEN-7990001-10,DRUSEN-7990001-10.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7990001-10.jpeg,1
7996,OCT,clean,clean,DRUSEN-7990001-11,DRUSEN-7990001-11.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7990001-11.jpeg,1
7997,OCT,clean,clean,DRUSEN-7990001-12,DRUSEN-7990001-12.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7990001-12.jpeg,1
7998,OCT,clean,clean,DRUSEN-7990001-13,DRUSEN-7990001-13.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7990001-13.jpeg,1
7999,OCT,clean,clean,DRUSEN-7990001-14,DRUSEN-7990001-14.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7990001-14.jpeg,1
8000,OCT,clean,clean,DRUSEN-7990001-15,DRUSEN-7990001-15.jpeg,DRUSEN,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\DRUSEN\DRUSEN-7990001-15.jpeg,1
8081,OCT,clean,clean,NORMAL-1016042-29,NORMAL-1016042-29.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-29.jpeg,0
8082,OCT,clean,clean,NORMAL-1016042-3,NORMAL-1016042-3.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-3.jpeg,0
8083,OCT,clean,clean,NORMAL-1016042-30,NORMAL-1016042-30.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-30.jpeg,0
8084,OCT,clean,clean,NORMAL-1016042-31,NORMAL-1016042-31.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-31.jpeg,0
8085,OCT,clean,clean,NORMAL-1016042-32,NORMAL-1016042-32.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-32.jpeg,0
8086,OCT,clean,clean,NORMAL-1016042-33,NORMAL-1016042-33.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-33.jpeg,0
8087,OCT,clean,clean,NORMAL-1016042-34,NORMAL-1016042-34.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-34.jpeg,0
8088,OCT,clean,clean,NORMAL-1016042-35,NORMAL-1016042-35.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-35.jpeg,0
8089,OCT,clean,clean,NORMAL-1016042-36,NORMAL-1016042-36.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-36.jpeg,0
8090,OCT,clean,clean,NORMAL-1016042-37,NORMAL-1016042-37.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-37.jpeg,0
8091,OCT,clean,clean,NORMAL-1016042-38,NORMAL-1016042-38.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-38.jpeg,0
8092,OCT,clean,clean,NORMAL-1016042-39,NORMAL-1016042-39.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-39.jpeg,0
8093,OCT,clean,clean,NORMAL-1016042-4,NORMAL-1016042-4.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-4.jpeg,0
8094,OCT,clean,clean,NORMAL-1016042-40,NORMAL-1016042-40.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-40.jpeg,0
8095,OCT,clean,clean,NORMAL-1016042-41,NORMAL-1016042-41.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-41.jpeg,0
8096,OCT,clean,clean,NORMAL-1016042-42,NORMAL-1016042-42.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-42.jpeg,0
8097,OCT,clean,clean,NORMAL-1016042-43,NORMAL-1016042-43.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-43.jpeg,0
8098,OCT,clean,clean,NORMAL-1016042-44,NORMAL-1016042-44.jpeg,NORMAL,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\OCT\train\NORMAL\NORMAL-1016042-44.jpeg,0
